CHORD_ROOT;CHORD_TYPE;CHORD_STRUCTURE;FINGER_POSITIONS;NOTE_NAMES
C;7(#9);"1;3;5;b7;#9";x,15,17,15,16,0;C,G,A#,D#,E
C;7(#9);"1;3;5;b7;#9";20,22,20,20,20,0;C,G,A#,D#,G,E
C;7(#9);"1;3;5;b7;#9";20,22,20,20,x,0;C,G,A#,D#,E
C;9;"1;3;5;b7;9";x,15,17,15,15,0;C,G,A#,D,E
C;9;"1;3;5;b7;9";20,22,20,19,20,0;C,G,A#,D,G,E
C;9;"1;3;5;b7;9";20,22,20,19,x,0;C,G,A#,D,E
C;9b5;"1;3;b5;b7;9";x,15,16,15,15,0;C,F#,A#,D,E
C;9b5;"1;3;b5;b7;9";20,21,20,19,19,0;C,F#,A#,D,F#,E
C;9b5;"1;3;b5;b7;9";20,21,20,19,x,0;C,F#,A#,D,E
C;7;"1;3;5;b7";8,7,8,0,x,x;C,E,A#,G
C;7;"1;3;5;b7";8,7,8,0,5,x;C,E,A#,G,E
C;7;"1;3;5;b7";8,7,8,0,8,x;C,E,A#,G,G
C;7;"1;3;5;b7";8,7,8,0,8,0;C,E,A#,G,G,E
C;7;"1;3;5;b7";8,7,8,0,5,6;C,E,A#,G,E,A#
C;7;"1;3;5;b7";8,7,8,0,8,6;C,E,A#,G,G,A#
C;7;"1;3;5;b7";8,7,8,0,x,0;C,E,A#,G,E
C;7;"1;3;5;b7";8,7,8,0,x,6;C,E,A#,G,A#
C;7;"1;3;5;b7";x,x,10,12,11,0;C,G,A#,E
C;7;"1;3;5;b7";x,15,17,15,17,0;C,G,A#,E,E
C;7;"1;3;5;b7";x,15,17,15,x,0;C,G,A#,E
C;7;"1;3;5;b7";20,22,20,21,20,0;C,G,A#,E,G,E
C;7;"1;3;5;b7";20,22,20,21,x,0;C,G,A#,E,E
C;7;"1;3;5;b7";20,22,20,x,20,0;C,G,A#,G,E
C;7;"1;3;5;b7";20,22,20,x,x,0;C,G,A#,E
C;aug;"1;3;#5";x,x,x,5,5,4;C,E,G#
C;aug;"1;3;#5";x,x,10,9,9,x;C,E,G#
C;aug;"1;3;#5";x,x,x,17,17,16;C,E,G#
C;aug;"1;3;#5";x,x,22,21,21,x;C,E,G#
C;aug;"1;3;#5";x,3,2,1,x,x;C,E,G#
C;aug;"1;3;#5";8,7,6,x,x,x;C,E,G#
C;aug;"1;3;#5";x,15,14,13,x,x;C,E,G#
C;aug;"1;3;#5";20,19,18,x,x,x;C,E,G#
C;aug;"1;3;#5";x,x,10,9,9,8;C,E,G#,C
C;aug;"1;3;#5";x,15,14,13,13,x;C,E,G#,C
C;aug;"1;3;#5";x,x,22,21,21,20;C,E,G#,C
C;aug;"1;3;#5";8,7,6,5,x,x;C,E,G#,C
C;aug;"1;3;#5";8,7,6,9,x,x;C,E,G#,E
C;aug;"1;3;#5";x,3,2,1,1,0;C,E,G#,C,E
C;aug;"1;3;#5";8,7,6,5,5,x;C,E,G#,C,E
C;aug;"1;3;#5";x,3,2,1,1,4;C,E,G#,C,G#
C;aug;"1;3;#5";8,7,6,9,9,x;C,E,G#,E,G#
C;aug;"1;3;#5";20,19,18,17,x,x;C,E,G#,C
C;aug;"1;3;#5";x,x,10,9,9,12;C,E,G#,E
C;aug;"1;3;#5";20,19,18,21,x,x;C,E,G#,E
C;aug;"1;3;#5";x,15,14,13,13,12;C,E,G#,C,E
C;aug;"1;3;#5";20,19,18,17,17,x;C,E,G#,C,E
C;aug;"1;3;#5";x,15,14,13,13,16;C,E,G#,C,G#
C;aug;"1;3;#5";20,19,18,21,21,x;C,E,G#,E,G#
C;aug;"1;3;#5";x,3,2,1,x,0;C,E,G#,E
C;aug;"1;3;#5";8,7,6,x,5,x;C,E,G#,E
C;aug;"1;3;#5";x,3,2,1,x,4;C,E,G#,G#
C;aug;"1;3;#5";8,7,6,x,9,x;C,E,G#,G#
C;aug;"1;3;#5";x,15,14,13,x,12;C,E,G#,E
C;aug;"1;3;#5";20,19,18,x,17,x;C,E,G#,E
C;aug;"1;3;#5";x,15,14,13,x,16;C,E,G#,G#
C;aug;"1;3;#5";20,19,18,x,21,x;C,E,G#,G#
C;aug;"1;3;#5";8,7,6,5,x,0;C,E,G#,C,E
C;aug;"1;3;#5";8,7,6,x,9,0;C,E,G#,G#,E
C;aug;"1;3;#5";x,x,10,x,9,0;C,G#,E
C;aug;"1;3;#5";8,7,6,x,x,0;C,E,G#,E
C;aug;"1;3;#5";x,x,10,13,13,0;C,G#,C,E
C;aug;"1;3;#5";x,x,10,13,x,0;C,G#,E
C;aug;"1;3;#5";x,15,x,13,13,0;C,G#,C,E
C;aug;"1;3;#5";x,15,18,17,17,0;C,G#,C,E,E
C;aug;"1;3;#5";x,15,x,13,x,0;C,G#,E
C;aug;"1;3;#5";x,15,18,17,x,0;C,G#,C,E
C;aug;"1;3;#5";x,15,18,x,17,0;C,G#,E,E
C;aug;"1;3;#5";20,x,18,17,17,0;C,G#,C,E,E
C;aug;"1;3;#5";x,15,18,x,x,0;C,G#,E
C;aug;"1;3;#5";20,x,18,21,21,0;C,G#,E,G#,E
C;aug;"1;3;#5";20,x,18,17,x,0;C,G#,C,E
C;aug;"1;3;#5";20,x,18,x,17,0;C,G#,E,E
C;maj;"1;3;5";x,x,x,5,5,3;C,E,G
C;maj;"1;3;5";x,x,10,9,8,x;C,E,G
C;maj;"1;3;5";x,x,10,9,8,8;C,E,G,C
C;maj;"1;3;5";x,x,x,17,17,15;C,E,G
C;maj;"1;3;5";x,x,22,21,20,x;C,E,G
C;maj;"1;3;5";x,x,22,21,20,20;C,E,G,C
C;maj;"1;3;5";x,3,2,0,x,x;C,E,G
C;maj;"1;3;5";8,7,5,x,x,x;C,E,G
C;maj;"1;3;5";8,7,5,5,x,x;C,E,G,C
C;maj;"1;3;5";8,7,5,5,5,x;C,E,G,C,E
C;maj;"1;3;5";x,3,2,0,1,3;C,E,G,C,G
C;maj;"1;3;5";8,7,5,5,8,x;C,E,G,C,G
C;maj;"1;3;5";x,15,14,12,x,x;C,E,G
C;maj;"1;3;5";20,19,17,x,x,x;C,E,G
C;maj;"1;3;5";x,15,14,12,13,x;C,E,G,C
C;maj;"1;3;5";20,19,17,17,x,x;C,E,G,C
C;maj;"1;3;5";x,15,14,12,13,12;C,E,G,C,E
C;maj;"1;3;5";20,19,17,17,17,x;C,E,G,C,E
C;maj;"1;3;5";x,15,14,12,13,15;C,E,G,C,G
C;maj;"1;3;5";20,19,17,17,20,x;C,E,G,C,G
C;maj;"1;3;5";x,3,2,0,5,x;C,E,G,E
C;maj;"1;3;5";x,3,2,0,5,3;C,E,G,E,G
C;maj;"1;3;5";x,3,2,0,x,0;C,E,G,E
C;maj;"1;3;5";8,7,5,x,5,x;C,E,G,E
C;maj;"1;3;5";x,3,2,0,x,3;C,E,G,G
C;maj;"1;3;5";8,7,5,x,8,x;C,E,G,G
C;maj;"1;3;5";x,15,14,12,x,12;C,E,G,E
C;maj;"1;3;5";20,19,17,x,17,x;C,E,G,E
C;maj;"1;3;5";x,15,14,12,x,15;C,E,G,G
C;maj;"1;3;5";20,19,17,x,20,x;C,E,G,G
C;maj;"1;3;5";8,7,5,5,8,0;C,E,G,C,G,E
C;maj;"1;3;5";x,x,x,5,8,0;C,G,E
C;maj;"1;3;5";8,7,10,0,x,x;C,E,C,G
C;maj;"1;3;5";8,7,10,0,8,x;C,E,C,G,G
C;maj;"1;3;5";8,7,10,0,8,0;C,E,C,G,G,E
C;maj;"1;3;5";8,7,x,0,x,x;C,E,G
C;maj;"1;3;5";8,7,x,0,5,x;C,E,G,E
C;maj;"1;3;5";8,7,5,5,x,0;C,E,G,C,E
C;maj;"1;3;5";8,7,x,0,8,x;C,E,G,G
C;maj;"1;3;5";8,7,x,0,8,0;C,E,G,G,E
C;maj;"1;3;5";8,7,5,x,8,0;C,E,G,G,E
C;maj;"1;3;5";8,7,10,0,x,0;C,E,C,G,E
C;maj;"1;3;5";x,x,10,x,8,0;C,G,E
C;maj;"1;3;5";8,7,x,0,x,0;C,E,G,E
C;maj;"1;3;5";8,7,5,x,x,0;C,E,G,E
C;maj;"1;3;5";x,x,10,12,13,0;C,G,C,E
C;maj;"1;3;5";x,x,10,12,x,0;C,G,E
C;maj;"1;3;5";x,15,17,17,17,0;C,G,C,E,E
C;maj9;"1;3;5;7;9";8,7,5,7,0,x;C,E,G,D,B
C;maj9;"1;3;5;7;9";8,7,5,7,0,0;C,E,G,D,B,E
C;maj9;"1;3;5;7;9";8,7,5,7,0,7;C,E,G,D,B,B
C;maj9;"1;3;5;7;9";x,15,17,16,15,0;C,G,B,D,E
C;maj9;"1;3;5;7;9";20,22,21,19,20,0;C,G,B,D,G,E
C;maj9;"1;3;5;7;9";20,22,21,19,x,0;C,G,B,D,E
C;sus2;"1;2;5";x,x,x,5,3,3;C,D,G
C;sus2;"1;2;5";x,x,x,17,15,15;C,D,G
C;sus2;"1;2;5";x,3,0,0,x,x;C,D,G
C;sus2;"1;2;5";8,5,5,x,x,x;C,D,G
C;sus2;"1;2;5";x,3,0,0,1,x;C,D,G,C
C;sus2;"1;2;5";8,5,5,5,x,x;C,D,G,C
C;sus2;"1;2;5";x,3,0,0,3,x;C,D,G,D
C;sus2;"1;2;5";8,5,5,7,x,x;C,D,G,D
C;sus2;"1;2;5";x,3,0,0,1,3;C,D,G,C,G
C;sus2;"1;2;5";8,5,5,5,8,x;C,D,G,C,G
C;sus2;"1;2;5";x,3,0,0,3,3;C,D,G,D,G
C;sus2;"1;2;5";8,5,5,7,8,x;C,D,G,D,G
C;sus2;"1;2;5";x,x,10,7,8,x;C,D,G
C;sus2;"1;2;5";x,15,12,12,x,x;C,D,G
C;sus2;"1;2;5";20,17,17,x,x,x;C,D,G
C;sus2;"1;2;5";x,x,10,7,8,8;C,D,G,C
C;sus2;"1;2;5";x,15,12,12,13,x;C,D,G,C
C;sus2;"1;2;5";20,17,17,17,x,x;C,D,G,C
C;sus2;"1;2;5";x,x,10,7,8,10;C,D,G,D
C;sus2;"1;2;5";x,15,12,12,15,x;C,D,G,D
C;sus2;"1;2;5";20,17,17,19,x,x;C,D,G,D
C;sus2;"1;2;5";x,15,12,12,13,15;C,D,G,C,G
C;sus2;"1;2;5";20,17,17,17,20,x;C,D,G,C,G
C;sus2;"1;2;5";x,15,12,12,15,15;C,D,G,D,G
C;sus2;"1;2;5";20,17,17,19,20,x;C,D,G,D,G
C;sus2;"1;2;5";x,x,22,19,20,x;C,D,G
C;sus2;"1;2;5";x,x,22,19,20,20;C,D,G,C
C;sus2;"1;2;5";x,x,22,19,20,22;C,D,G,D
C;sus2;"1;2;5";x,3,0,0,x,3;C,D,G,G
C;sus2;"1;2;5";8,5,5,x,8,x;C,D,G,G
C;sus2;"1;2;5";x,15,12,12,x,15;C,D,G,G
C;sus2;"1;2;5";20,17,17,x,20,x;C,D,G,G
C;sus2;"1;2;5";8,10,0,x,x,x;C,G,D
C;sus2;"1;2;5";8,10,0,7,x,x;C,G,D,D
C;sus2;"1;2;5";8,10,0,7,8,x;C,G,D,D,G
C;sus2;"1;2;5";8,x,0,0,x,x;C,D,G
C;sus2;"1;2;5";8,5,x,0,x,x;C,D,G
C;sus2;"1;2;5";8,x,0,0,8,x;C,D,G,G
C;sus2;"1;2;5";8,5,x,0,8,x;C,D,G,G
C;sus2;"1;2;5";8,10,0,x,8,x;C,G,D,G
C;add9;"1;3;5;9";x,x,10,9,8,10;C,E,G,D
C;add9;"1;3;5;9";x,x,22,21,20,22;C,E,G,D
C;add9;"1;3;5;9";x,3,2,0,3,x;C,E,G,D
C;add9;"1;3;5;9";8,7,5,7,x,x;C,E,G,D
C;add9;"1;3;5;9";x,3,2,0,3,0;C,E,G,D,E
C;add9;"1;3;5;9";8,7,5,7,5,x;C,E,G,D,E
C;add9;"1;3;5;9";x,3,2,0,3,3;C,E,G,D,G
C;add9;"1;3;5;9";8,7,5,7,8,x;C,E,G,D,G
C;add9;"1;3;5;9";x,15,14,12,15,x;C,E,G,D
C;add9;"1;3;5;9";20,19,17,19,x,x;C,E,G,D
C;add9;"1;3;5;9";x,15,14,12,15,12;C,E,G,D,E
C;add9;"1;3;5;9";20,19,17,19,17,x;C,E,G,D,E
C;add9;"1;3;5;9";x,15,14,12,15,15;C,E,G,D,G
C;add9;"1;3;5;9";20,19,17,19,20,x;C,E,G,D,G
C;add9;"1;3;5;9";8,7,5,7,8,0;C,E,G,D,G,E
C;add9;"1;3;5;9";8,7,5,7,x,0;C,E,G,D,E
C;add9;"1;3;5;9";x,15,17,17,15,0;C,G,C,D,E
C;add9;"1;3;5;9";x,15,x,12,15,0;C,G,D,E
C;add9;"1;3;5;9";x,15,17,x,15,0;C,G,D,E
C;add9;"1;3;5;9";20,22,22,19,20,0;C,G,C,D,G,E
C;add9;"1;3;5;9";20,x,17,19,17,0;C,G,D,E,E
C;add9;"1;3;5;9";20,x,17,19,20,0;C,G,D,G,E
C;add9;"1;3;5;9";20,22,22,19,x,0;C,G,C,D,E
C;add9;"1;3;5;9";20,22,x,19,20,0;C,G,D,G,E
C;add9;"1;3;5;9";20,x,17,19,x,0;C,G,D,E
C;add9;"1;3;5;9";20,22,x,19,x,0;C,G,D,E
C;m;"1;b3;5";x,x,x,5,4,3;C,D#,G
C;m;"1;b3;5";x,x,10,8,8,x;C,D#,G
C;m;"1;b3;5";x,x,10,8,8,8;C,D#,G,C
C;m;"1;b3;5";x,x,x,17,16,15;C,D#,G
C;m;"1;b3;5";x,x,22,20,20,x;C,D#,G
C;m;"1;b3;5";x,x,22,20,20,20;C,D#,G,C
C;m;"1;b3;5";x,3,1,0,x,x;C,D#,G
C;m;"1;b3;5";8,6,5,x,x,x;C,D#,G
C;m;"1;b3;5";x,3,1,0,1,x;C,D#,G,C
C;m;"1;b3;5";8,6,5,5,x,x;C,D#,G,C
C;m;"1;b3;5";8,6,5,8,x,x;C,D#,G,D#
C;m;"1;b3;5";x,3,1,0,1,3;C,D#,G,C,G
C;m;"1;b3;5";8,6,5,5,8,x;C,D#,G,C,G
C;m;"1;b3;5";8,6,5,8,8,x;C,D#,G,D#,G
C;m;"1;b3;5";x,15,13,12,x,x;C,D#,G
C;m;"1;b3;5";20,18,17,x,x,x;C,D#,G
C;m;"1;b3;5";x,15,13,12,13,x;C,D#,G,C
C;m;"1;b3;5";20,18,17,17,x,x;C,D#,G,C
C;m;"1;b3;5";x,x,10,8,8,11;C,D#,G,D#
C;m;"1;b3;5";20,18,17,20,x,x;C,D#,G,D#
C;m;"1;b3;5";x,15,13,12,13,15;C,D#,G,C,G
C;m;"1;b3;5";20,18,17,17,20,x;C,D#,G,C,G
C;m;"1;b3;5";20,18,17,20,20,x;C,D#,G,D#,G
C;m;"1;b3;5";x,3,1,0,4,x;C,D#,G,D#
C;m;"1;b3;5";x,3,1,0,4,3;C,D#,G,D#,G
C;m;"1;b3;5";x,3,1,0,x,3;C,D#,G,G
C;m;"1;b3;5";8,6,5,x,8,x;C,D#,G,G
C;m;"1;b3;5";x,15,13,12,x,15;C,D#,G,G
C;m;"1;b3;5";20,18,17,x,20,x;C,D#,G,G
C;m;"1;b3;5";8,6,x,0,x,x;C,D#,G
C;m;"1;b3;5";8,6,x,0,8,x;C,D#,G,G
C;7b5;"1;3;b5;b7";x,x,10,11,11,0;C,F#,A#,E
C;7b5;"1;3;b5;b7";x,15,16,15,13,0;C,F#,A#,C,E
C;7b5;"1;3;b5;b7";x,15,16,15,17,0;C,F#,A#,E,E
C;7b5;"1;3;b5;b7";x,15,16,15,x,0;C,F#,A#,E
C;7b5;"1;3;b5;b7";20,21,20,21,19,0;C,F#,A#,E,F#,E
C;7b5;"1;3;b5;b7";20,21,20,21,x,0;C,F#,A#,E,E
C;7b5;"1;3;b5;b7";20,21,20,x,19,0;C,F#,A#,F#,E
C;7b5;"1;3;b5;b7";20,21,20,x,x,0;C,F#,A#,E
C;m7;"1;b3;5;b7";8,6,8,0,x,x;C,D#,A#,G
C;m7;"1;b3;5;b7";8,6,8,0,8,x;C,D#,A#,G,G
C;m7;"1;b3;5;b7";8,6,8,0,8,6;C,D#,A#,G,G,A#
C;m7;"1;b3;5;b7";8,6,8,0,x,6;C,D#,A#,G,A#
C;m(maj7);"1;b3;5;7";x,3,1,0,0,x;C,D#,G,B
C;m(maj7);"1;b3;5;7";x,3,1,0,0,3;C,D#,G,B,G
C;m(maj7);"1;b3;5;7";x,x,10,8,8,7;C,D#,G,B
C;m(maj7);"1;b3;5;7";x,15,13,12,12,x;C,D#,G,B
C;m(maj7);"1;b3;5;7";x,15,13,12,12,15;C,D#,G,B,G
C;m(maj7);"1;b3;5;7";x,x,22,20,20,19;C,D#,G,B
C;m(maj7);"1;b3;5;7";8,6,5,5,0,x;C,D#,G,C,B
C;m(maj7);"1;b3;5;7";8,6,5,8,0,x;C,D#,G,D#,B
C;m(maj7);"1;b3;5;7";8,6,5,5,0,7;C,D#,G,C,B,B
C;m(maj7);"1;b3;5;7";8,6,5,8,0,7;C,D#,G,D#,B,B
C;m(maj7);"1;b3;5;7";8,6,9,0,x,x;C,D#,B,G
C;m(maj7);"1;b3;5;7";8,6,9,0,8,x;C,D#,B,G,G
C;m(maj7);"1;b3;5;7";8,6,9,0,8,7;C,D#,B,G,G,B
C;m(maj7);"1;b3;5;7";8,6,x,0,0,x;C,D#,G,B
C;m(maj7);"1;b3;5;7";8,6,5,x,0,x;C,D#,G,B
C;m(maj7);"1;b3;5;7";8,6,x,0,0,7;C,D#,G,B,B
C;m(maj7);"1;b3;5;7";8,6,5,x,0,7;C,D#,G,B,B
C;m(maj7);"1;b3;5;7";8,6,9,0,x,7;C,D#,B,G,B
C;dim;"1;b3;b5";x,x,x,5,4,2;C,D#,F#
C;dim;"1;b3;b5";x,x,10,8,7,x;C,D#,F#
C;dim;"1;b3;b5";x,x,10,8,7,8;C,D#,F#,C
C;dim;"1;b3;b5";x,x,x,17,16,14;C,D#,F#
C;dim;"1;b3;b5";x,x,22,20,19,x;C,D#,F#
C;dim;"1;b3;b5";x,x,22,20,19,20;C,D#,F#,C
C;6;"1;3;5;6";8,7,7,0,x,x;C,E,A,G
C;6;"1;3;5;6";8,7,7,0,5,x;C,E,A,G,E
C;6;"1;3;5;6";8,7,7,0,8,x;C,E,A,G,G
C;6;"1;3;5;6";8,7,7,0,8,0;C,E,A,G,G,E
C;6;"1;3;5;6";8,7,7,0,5,5;C,E,A,G,E,A
C;6;"1;3;5;6";8,7,7,0,8,5;C,E,A,G,G,A
C;6;"1;3;5;6";8,7,7,0,10,x;C,E,A,G,A
C;6;"1;3;5;6";8,7,7,0,10,0;C,E,A,G,A,E
C;6;"1;3;5;6";8,7,7,0,x,0;C,E,A,G,E
C;6;"1;3;5;6";8,7,7,0,x,5;C,E,A,G,A
C;6;"1;3;5;6";x,x,10,12,10,0;C,G,A,E
C;6;"1;3;5;6";x,15,17,14,17,0;C,G,A,E,E
C;6;"1;3;5;6";x,15,17,14,x,0;C,G,A,E
C;6;"1;3;5;6";20,22,19,21,20,0;C,G,A,E,G,E
C;6;"1;3;5;6";20,22,19,21,22,0;C,G,A,E,A,E
C;6;"1;3;5;6";20,22,19,21,x,0;C,G,A,E,E
C;6;"1;3;5;6";20,22,19,x,20,0;C,G,A,G,E
C;6;"1;3;5;6";20,22,19,x,22,0;C,G,A,A,E
C;6;"1;3;5;6";20,22,19,x,x,0;C,G,A,E
C;7(#5);"1;3;#5;b7";x,x,10,13,11,0;C,G#,A#,E
C;7(#5);"1;3;#5;b7";x,15,18,15,17,0;C,G#,A#,E,E
C;7(#5);"1;3;#5;b7";x,15,18,15,x,0;C,G#,A#,E
C;7sus4;"1;4;5;b7";8,8,8,0,x,x;C,F,A#,G
C;7sus4;"1;4;5;b7";8,8,8,0,6,x;C,F,A#,G,F
C;7sus4;"1;4;5;b7";8,8,8,0,8,x;C,F,A#,G,G
C;7sus4;"1;4;5;b7";8,8,8,0,6,6;C,F,A#,G,F,A#
C;7sus4;"1;4;5;b7";8,8,8,0,8,6;C,F,A#,G,G,A#
C;7sus4;"1;4;5;b7";8,8,8,0,x,6;C,F,A#,G,A#
C;7sus4;"1;4;5;b7";8,8,8,0,11,x;C,F,A#,G,A#
C;maj7;"1;3;5;7";x,3,2,0,0,x;C,E,G,B
C;maj7;"1;3;5;7";x,3,2,0,0,3;C,E,G,B,G
C;maj7;"1;3;5;7";x,x,10,9,8,7;C,E,G,B
C;maj7;"1;3;5;7";x,15,14,12,12,x;C,E,G,B
C;maj7;"1;3;5;7";x,15,14,12,12,12;C,E,G,B,E
C;maj7;"1;3;5;7";x,15,14,12,12,15;C,E,G,B,G
C;maj7;"1;3;5;7";x,x,22,21,20,19;C,E,G,B
C;maj7;"1;3;5;7";8,7,5,5,0,x;C,E,G,C,B
C;maj7;"1;3;5;7";8,7,5,5,0,0;C,E,G,C,B,E
C;maj7;"1;3;5;7";8,7,5,5,0,7;C,E,G,C,B,B
C;maj7;"1;3;5;7";8,7,9,0,x,x;C,E,B,G
C;maj7;"1;3;5;7";8,7,9,0,8,x;C,E,B,G,G
C;maj7;"1;3;5;7";8,7,9,0,8,0;C,E,B,G,G,E
C;maj7;"1;3;5;7";8,7,9,0,8,7;C,E,B,G,G,B
C;maj7;"1;3;5;7";8,7,10,0,0,x;C,E,C,G,B
C;maj7;"1;3;5;7";8,7,10,0,0,0;C,E,C,G,B,E
C;maj7;"1;3;5;7";8,7,10,0,0,7;C,E,C,G,B,B
C;maj7;"1;3;5;7";8,7,x,0,0,x;C,E,G,B
C;maj7;"1;3;5;7";8,7,5,x,0,x;C,E,G,B
C;maj7;"1;3;5;7";8,7,x,0,0,0;C,E,G,B,E
C;maj7;"1;3;5;7";8,7,5,x,0,0;C,E,G,B,E
C;maj7;"1;3;5;7";8,7,x,0,0,7;C,E,G,B,B
C;maj7;"1;3;5;7";8,7,5,x,0,7;C,E,G,B,B
C;maj7;"1;3;5;7";8,7,9,0,x,0;C,E,B,G,E
C;maj7;"1;3;5;7";8,7,9,0,x,7;C,E,B,G,B
C;maj7;"1;3;5;7";x,x,10,12,12,0;C,G,B,E
C;maj7;"1;3;5;7";x,15,17,16,17,0;C,G,B,E,E
C;maj7;"1;3;5;7";x,15,x,12,12,0;C,G,B,E
C;maj7;"1;3;5;7";x,15,17,16,x,0;C,G,B,E
C;maj7;"1;3;5;7";20,22,21,21,20,0;C,G,B,E,G,E
C;maj7;"1;3;5;7";20,22,21,21,x,0;C,G,B,E,E
C;maj7;"1;3;5;7";20,22,21,x,20,0;C,G,B,G,E
C;maj7;"1;3;5;7";20,22,21,x,x,0;C,G,B,E
C;5;"1;5";x,3,5,x,x,x;C,G
C;5;"1;5";8,10,x,x,x,x;C,G
C;5;"1;5";x,3,5,5,x,x;C,G,C
C;5;"1;5";8,10,10,x,x,x;C,G,C
C;5;"1;5";x,x,x,x,1,3;C,G
C;5;"1;5";x,x,10,12,x,x;C,G
C;5;"1;5";x,15,17,x,x,x;C,G
C;5;"1;5";20,22,x,x,x,x;C,G
C;5;"1;5";x,15,17,17,x,x;C,G,C
C;5;"1;5";20,22,22,x,x,x;C,G,C
C;5;"1;5";x,x,x,x,13,15;C,G
C;5;"1;5";x,x,x,5,8,x;C,G
C;5;"1;5";x,x,x,5,8,8;C,G,C
C;5;"1;5";x,x,10,12,13,x;C,G,C
C;5;"1;5";x,x,x,17,20,x;C,G
C;5;"1;5";x,x,x,17,20,20;C,G,C
C;5;"1;5";x,3,5,5,x,3;C,G,C,G
C;5;"1;5";8,10,10,x,8,x;C,G,C,G
C;5;"1;5";x,x,x,5,x,3;C,G
C;5;"1;5";x,x,10,x,8,x;C,G
C;5;"1;5";x,x,10,x,8,8;C,G,C
C;5;"1;5";x,15,17,17,x,15;C,G,C,G
C;5;"1;5";20,22,22,x,20,x;C,G,C,G
C;5;"1;5";x,x,x,17,x,15;C,G
C;5;"1;5";x,x,22,x,20,x;C,G
C;5;"1;5";x,x,22,x,20,20;C,G,C
C;5;"1;5";x,3,x,0,x,x;C,G
C;5;"1;5";8,x,5,x,x,x;C,G
C;5;"1;5";x,3,x,0,1,x;C,G,C
C;5;"1;5";8,x,5,5,x,x;C,G,C
C;5;"1;5";x,3,x,0,1,3;C,G,C,G
C;5;"1;5";8,x,5,5,8,x;C,G,C,G
C;5;"1;5";x,15,x,12,x,x;C,G
C;5;"1;5";20,x,17,x,x,x;C,G
C;5;"1;5";x,15,x,12,13,x;C,G,C
C;5;"1;5";20,x,17,17,x,x;C,G,C
C;5;"1;5";x,15,x,12,13,15;C,G,C,G
C;5;"1;5";20,x,17,17,20,x;C,G,C,G
C;5;"1;5";x,3,5,x,x,3;C,G,G
C;5;"1;5";8,10,x,x,8,x;C,G,G
C;5;"1;5";x,15,17,x,x,15;C,G,G
C;5;"1;5";20,22,x,x,20,x;C,G,G
C;5;"1;5";x,3,x,0,x,3;C,G,G
C;5;"1;5";8,x,5,x,8,x;C,G,G
C;5;"1;5";x,15,x,12,x,15;C,G,G
C;5;"1;5";20,x,17,x,20,x;C,G,G
C;5;"1;5";8,x,10,0,x,x;C,C,G
C;5;"1;5";8,x,10,0,8,x;C,C,G,G
C;7(#11);"1;3;5;b7;#11";8,7,8,0,7,x;C,E,A#,G,F#
C;7(#11);"1;3;5;b7;#11";8,7,8,0,7,0;C,E,A#,G,F#,E
C;7(#11);"1;3;5;b7;#11";8,7,8,0,7,6;C,E,A#,G,F#,A#
C;7(#11);"1;3;5;b7;#11";20,22,20,21,19,0;C,G,A#,E,F#,E
C;7(#11);"1;3;5;b7;#11";20,22,20,x,19,0;C,G,A#,F#,E
C;m6;"1;b3;5;6";8,6,7,0,x,x;C,D#,A,G
C;m6;"1;b3;5;6";8,6,7,0,8,x;C,D#,A,G,G
C;m6;"1;b3;5;6";8,6,7,0,8,5;C,D#,A,G,G,A
C;m6;"1;b3;5;6";8,6,7,0,x,5;C,D#,A,G,A
C;7(b9);"1;3;5;b7;b9";x,15,17,15,14,0;C,G,A#,C#,E
C;sus4;"1;4;5";x,x,10,10,8,x;C,F,G
C;sus4;"1;4;5";x,x,10,10,8,8;C,F,G,C
C;sus4;"1;4;5";x,x,22,22,20,x;C,F,G
C;sus4;"1;4;5";x,x,22,22,20,20;C,F,G,C
C;sus4;"1;4;5";x,3,3,0,x,x;C,F,G
C;sus4;"1;4;5";8,8,5,x,x,x;C,F,G
C;sus4;"1;4;5";x,3,3,0,1,x;C,F,G,C
C;sus4;"1;4;5";8,8,5,5,x,x;C,F,G,C
C;sus4;"1;4;5";x,3,3,0,1,1;C,F,G,C,F
C;sus4;"1;4;5";8,8,5,5,6,x;C,F,G,C,F
C;sus4;"1;4;5";x,3,3,0,1,3;C,F,G,C,G
C;sus4;"1;4;5";8,8,5,5,8,x;C,F,G,C,G
C;sus4;"1;4;5";x,x,x,5,6,3;C,F,G
C;sus4;"1;4;5";x,15,15,12,x,x;C,F,G
C;sus4;"1;4;5";20,20,17,x,x,x;C,F,G
C;sus4;"1;4;5";x,15,15,12,13,x;C,F,G,C
C;sus4;"1;4;5";20,20,17,17,x,x;C,F,G,C
C;sus4;"1;4;5";x,15,15,12,13,13;C,F,G,C,F
C;sus4;"1;4;5";20,20,17,17,18,x;C,F,G,C,F
C;sus4;"1;4;5";x,15,15,12,13,15;C,F,G,C,G
C;sus4;"1;4;5";20,20,17,17,20,x;C,F,G,C,G
C;sus4;"1;4;5";x,x,x,17,18,15;C,F,G
C;sus4;"1;4;5";x,3,3,0,x,1;C,F,G,F
C;sus4;"1;4;5";8,8,5,x,6,x;C,F,G,F
C;sus4;"1;4;5";x,3,3,0,x,3;C,F,G,G
C;sus4;"1;4;5";8,8,5,x,8,x;C,F,G,G
